0,1,2,3,4,5,6,7
180999000,180999000,190348000,187804000,6798000,3.76%,2026/02/08,1404/11/19
193566000,180860000,193566000,181006000,12574000,6.95%,2026/02/07,1404/11/18
192347000,192287000,194619000,193580000,1226000,0.64%,2026/02/05,1404/11/16
176592000,176592000,193234000,192354000,15765000,8.93%,2026/02/03,1404/11/14
188841000,175781000,188841000,176589000,12242000,6.93%,2026/02/02,1404/11/13
196696000,187208000,196696000,188831000,7849000,4.16%,2026/02/01,1404/11/12
206145000,186978000,209855000,196680000,9461000,4.81%,2026/01/31,1404/11/11
223454000,192056000,223937000,206141000,5312000,2.65%,2026/01/29,1404/11/09
182716000,182716000,203160000,200829000,18104000,9.91%,2026/01/28,1404/11/08
172439000,172439000,183653000,182725000,10282000,5.96%,2026/01/27,1404/11/07
164825000,164811000,172457000,172443000,7609000,4.62%,2026/01/26,1404/11/06
163419000,160430000,165051000,164834000,1408000,0.86%,2026/01/25,1404/11/05
158562000,158560000,163789000,163426000,4859000,3.06%,2026/01/24,1404/11/04
158560000,158560000,158583000,158567000,-,-,2026/01/22,1404/11/02
158562000,158560000,158583000,158567000,2000,-,2026/01/21,1404/11/01
158560000,158560000,158583000,158569000,2000,-,2026/01/20,1404/10/30
158560000,158560000,158583000,158567000,11000,0.01%,2026/01/19,1404/10/29
158569000,158560000,158583000,158578000,3000,-,2026/01/18,1404/10/28
158569000,158560000,158583000,158581000,5000,-,2026/01/17,1404/10/27
158564000,158560000,158583000,158576000,7000,-,2026/01/15,1404/10/25
158567000,158560000,158583000,158569000,9000,0.01%,2026/01/14,1404/10/24
158581000,158560000,158583000,158578000,-,-,2026/01/13,1404/10/23
158581000,158560000,158583000,158578000,9000,0.01%,2026/01/12,1404/10/22
158576000,158560000,158583000,158569000,9000,0.01%,2026/01/11,1404/10/21
158098000,158098000,158583000,158560000,476000,0.3%,2026/01/10,1404/10/20
161284000,158075000,161284000,158084000,3198000,2.02%,2026/01/08,1404/10/18
160536000,156736000,162115000,161282000,760000,0.47%,2026/01/07,1404/10/17
156845000,156845000,163142000,160522000,3682000,2.35%,2026/01/06,1404/10/16
147253000,147253000,156863000,156840000,9599000,6.52%,2026/01/05,1404/10/15
142001000,142001000,148391000,147241000,5252000,3.7%,2026/01/04,1404/10/14
141008000,139886000,142146000,141989000,992000,0.7%,2026/01/01,1404/10/11
147532000,140761000,147532000,140997000,6549000,4.64%,2025/12/31,1404/10/10
143578000,143578000,148449000,147546000,3959000,2.76%,2025/12/30,1404/10/09
158144000,143231000,158144000,143587000,14567000,10.15%,2025/12/29,1404/10/08
153467000,153467000,161420000,158154000,4694000,3.06%,2025/12/28,1404/10/07
