بازگشایی,کمترین,بیشترین,پایانی,میزان تغییر,درصد تغییر,تاریخ میلادی,تاریخ شمسی
1000000,1000000,1000000,1000000,30000.0,0.03,2013/07/22,1392/04/31
1030000,1030000,1030000,1030000,30000.0,0.03,2013/07/23,1392/05/01
1028000,1013000,1033000,1025000,5000.0,0.0049,2013/07/24,1392/05/02
1040000,1040000,1040000,1040000,15000.0,0.0146,2013/07/27,1392/05/05
1030000,1011000,1041000,1030000,,0.0,2013/07/28,1392/05/06
1030000,1020000,1063000,1046000,16000.0,0.0155,2013/07/31,1392/05/09
1040000,1040000,1040000,1040000,6000.0,0.0058,2013/08/03,1392/05/12
1030000,1030000,1030000,1030000,10000.0,0.0097,2013/08/04,1392/05/13
1020000,1020000,1020000,1020000,10000.0,0.0098,2013/08/05,1392/05/14
1020000,1020000,1020000,1020000,,0.0,2013/08/06,1392/05/15
1030000,1017000,1053000,1033000,3000.0,0.0029,2013/08/07,1392/05/16
1050000,1050000,1050000,1050000,17000.0,0.0165,2013/08/11,1392/05/20
1040000,1040000,1040000,1040000,10000.0,0.0096,2013/08/12,1392/05/21
1040000,1040000,1040000,1040000,,0.0,2013/08/13,1392/05/22
1052000,1032000,1063000,1053000,13000.0,0.0125,2013/08/14,1392/05/23
1060000,1060000,1060000,1060000,7000.0,0.0066,2013/08/17,1392/05/26
1060000,1060000,1060000,1060000,,0.0,2013/08/18,1392/05/27
1060000,1040000,1060000,1040000,20000.0,0.0192,2013/08/19,1392/05/28
1040000,1030000,1040000,1030000,10000.0,0.0097,2013/08/20,1392/05/29
1040000,1018000,1057000,1042000,2000.0,0.0019,2013/08/21,1392/05/30
1050000,1050000,1060000,1060000,18000.0,0.0173,2013/08/24,1392/06/02
1060000,1050000,1060000,1060000,,0.0,2013/08/25,1392/06/03
1060000,1060000,1080000,1080000,20000.0,0.0189,2013/08/26,1392/06/04
1130000,1120000,1150000,1140000,60000.0,0.0556,2013/08/27,1392/06/05
1100000,1082000,1128000,1120000,,0.0,2013/08/28,1392/06/06
1120000,1110000,1120000,1110000,10000.0,0.009000000000000001,2013/08/31,1392/06/09
